ID,Group,Feature_1,Feature_2,Feature_3
ID725,C,1686.7690235691357,392.10726104012093,668.1294806440144
ID783,C,2289.2424519853344,403.4336889439807,757.9585522432847
ID503,C,2846.4831784387243,390.07910575246024,48.55201571571206
ID854,C,2139.395502104561,386.9445421183659,290.6308511833463
ID840,C,2912.6378378757568,384.9897964536436,2.9718201906216564
ID367,B,2637.9930702139663,398.3389703943211,7122.363280104757
ID647,C,2426.7281013718252,397.7415359672676,-91.08978266359509
ID789,A,2232.41574080325,379.8353607959563,7058.264397941986
ID711,C,2337.6716803711843,389.95802847052335,853.45013522619
ID573,A,3122.1337155169517,405.39035093719576,10464.112476344852
ID116,A,2321.648615961572,391.5795398129774,7918.8895274602955
ID613,B,2368.587296757471,383.1873367378979,7475.489745960901
ID598,A,2417.125435103453,401.18843186549714,7161.626325433342
ID467,C,2351.7115615102107,371.5374998866763,84.22897020250957
ID866,B,2245.0491823068874,383.3710457758058,7063.84831257936
ID542,A,2323.8976840825803,412.0002208476209,7517.097206211429
ID608,C,2005.0529436384884,422.8977676886488,1408.5346181732777
ID513,A,2647.662507327612,394.78088733666993,8288.01927900661
ID397,B,2588.380828352941,385.2932869523809,7129.811210099708
ID811,B,3052.2156398510033,399.28563070913975,8530.210437814127
ID614,B,2497.701352893805,406.2176815857389,7506.568729116447
ID673,C,2259.1156137169933,380.2718366708115,368.2523181516756
ID351,A,2344.402447920063,404.8948742567491,7775.482421907338
ID871,C,2876.8173166999363,429.49664819871515,-148.343847981831
ID418,A,2211.0720741298032,385.56981492080826,7069.741088885019
ID543,B,2129.8264848272906,395.6840970954259,6779.626794082229
ID660,C,2548.377061284135,418.45877166254985,468.36409639182784
ID328,A,2350.753287114967,404.40181632274215,7399.480154550323
ID103,B,2650.7635686740673,407.82589335049636,7967.127694330809
ID686,A,2149.229731834341,410.8883504778934,6758.310670859993
ID557,A,2738.7646881844053,396.9266617800265,9071.00844533158
ID889,A,2133.801714255186,424.0057621543413,6613.151049958709
ID322,C,1940.498255041097,376.19163350121863,1164.423251739443
ID312,B,2635.6502429665197,415.60039166544266,7733.270471084915
ID464,C,2199.961105772768,391.2600293365454,994.9891652639544
ID446,C,3142.0373911933457,390.4065266648918,-465.37336022027375
ID431,C,2707.310742183197,402.98591459446124,448.5154886688856
ID294,C,2076.5531511119043,385.88365264606347,1053.4872234692682
ID332,C,2603.949219031108,386.38551926899913,295.57209596508073
ID348,B,2824.1359720845644,424.998838904491,7767.553399203258
ID609,B,2841.533687657389,382.20436873267363,8257.56179880876
ID412,A,2300.1172483059613,398.75252703988474,6967.018725517035
ID611,C,2593.035292541013,431.5120038644553,572.4945856044119
ID219,B,2648.9170849691664,393.03775801610226,7926.194040475959
ID171,C,2819.931724149522,408.30467152535897,-146.7308832400472
ID834,A,2480.132370017847,407.9493538135212,7337.226502408862
ID688,C,2462.0781218347984,407.3547701565537,686.5372271953952
ID392,A,2777.435220639124,417.08216360607287,8927.170604106115
ID182,B,2294.5738102386617,407.79532218057244,6826.672977642169
ID597,C,2428.618602845904,401.990957376687,397.81439198713383
ID465,C,2804.581731013039,426.25412797679775,-228.15828116934335
ID713,B,1960.351173580752,373.94001896570245,6377.135973366793
ID377,A,2248.984148321597,391.2313637905717,7564.343507913017
ID256,B,3339.639469194056,397.9501764399569,9219.929669560108
ID856,B,2675.9503893306983,391.87676650459076,8380.82684620664
ID514,A,2315.4685554452676,405.13823688015236,7308.24841233583
ID653,A,2387.1546978815486,391.28147383985157,7809.864334490307
ID210,B,2795.4755399282694,383.9403085783769,7536.040872676627
ID350,A,2865.9265525048686,372.9790971419474,8856.35024200016
ID217,C,2705.267515752605,405.59461181785247,839.6046885831565
ID146,C,2181.8581260068904,384.0409210834097,924.4933112749252
ID234,A,2596.638464579873,391.215154258495,8444.078874908311
ID462,C,2984.2763897949635,416.3602733935135,-390.51979524956414
ID444,C,2417.6651672187886,393.7726022213166,116.08188542029006
ID440,B,1904.208294907553,401.7338428121606,6247.597250707564
ID625,C,2244.310472500894,391.89105546485365,723.633891320319
ID505,C,2138.7962697483854,397.12131577614014,186.64105363074555
ID115,C,2839.9033679938434,392.43197297307404,-210.2399114063096
ID658,C,2351.472148936463,425.4015007689651,888.0131985306884
ID507,C,2615.842934930521,402.20250154921865,526.2573350836706
ID894,B,2944.476986136711,424.899759201479,8345.611824636695
ID599,B,2700.855316375003,356.9557777638138,7874.944139036503
ID874,C,2335.32591863167,414.17216982775926,346.22382077904285
ID635,B,2648.0216060932416,393.8202666332772,7617.589003885699
ID443,A,2444.717691652481,409.12539719694644,7725.2904286781595
ID355,B,2296.303733864349,427.15975254865424,6909.591477883572
ID797,C,2524.248702060788,397.84662807357824,473.77202698853125
ID572,C,2020.5183146775105,401.1634940623606,1375.5209918069004
ID745,B,2456.80475067328,387.81581643179544,7810.234753647337
ID586,A,2292.7586047876284,381.66473193235595,6962.70854467175
ID656,B,2943.723867864074,388.15661077887415,8340.476778518185
ID837,C,2841.5759644627306,403.63848567178843,-509.92190674910944
ID767,B,2378.422066021741,392.9686312667476,7579.417870133846
ID651,A,2429.1180912921313,387.85307961561165,8261.930945101762
ID582,C,2408.574858816019,403.8677183188023,675.4363594872466
ID770,A,2636.94300882684,386.60499471791655,8248.601431301202
ID888,B,2434.958646298745,405.1587371634828,7106.001358506302
ID215,C,2897.960612409033,398.8854135315559,73.83468268632805
ID723,A,2148.915755463673,363.4666977265782,7282.371290183774
ID784,B,2181.528987321701,420.68912129336985,6768.306485726126
ID610,B,2844.627553365456,397.9182865675575,8077.094815282437
ID887,A,2619.0478868986934,409.9424344398379,8601.557611824455
ID232,B,2695.6475101491446,407.22040747747553,7859.131018026899
ID530,A,2486.0722413981252,415.0613185830221,7794.010718685704
ID493,C,2541.104453566128,414.3051403138609,562.0869576167938
ID271,C,2644.9808887276777,392.1429084188952,978.2035017632834
ID291,A,2782.154270315644,391.8010708885992,8641.244652020132
ID646,C,2355.5619112713316,405.75150150693736,547.7064500903182
ID792,B,2614.1308622176653,408.6966276686507,7999.533779151711
ID623,C,2379.8582353985216,413.5760622171545,145.49081032463096
ID588,C,2564.3002634833488,379.28797304472215,470.79494431561807
ID241,A,2253.063136266499,415.71461876277976,6509.962966676028
ID281,B,2487.608317946994,408.06751164838255,7799.760284142734
ID414,A,2736.176960721965,409.8640955126001,8840.51069248341
ID376,A,2311.7298522559295,411.6329874637896,7264.298047481319
ID519,B,2378.748592835003,377.4184413212572,7224.450618041814
ID343,A,2635.1355467171707,413.7234895441949,8599.742348045238
ID795,C,2594.064399363793,410.9883580195246,-146.26583003488713
ID785,A,2434.716485941992,395.39789923326686,8190.780469753607
ID452,C,3204.9644951360115,416.687125850155,-707.6868546871842
ID822,A,2115.9749432354347,408.6491810804002,7101.687581312113
ID172,C,2050.2910014156278,412.10037187724424,1096.7151557638206
ID831,C,2738.962253639466,380.35920325772,-219.76439635892757
ID166,C,2516.7751850571904,393.5969395551953,602.8597546844076
ID484,B,2562.382934376243,393.2959059403073,8076.648572028358
ID681,B,2330.7545788237007,375.9653105049629,7441.321482095085
ID170,B,2242.282421078464,402.57942842424444,7209.996343893782
ID213,C,2741.7262110250845,386.0220409541829,468.97276274028945
ID638,C,3064.290507001633,395.6055368893978,-561.4577272612642
ID773,B,2832.8154459522366,395.0367732314149,8011.323587637153
ID621,A,2202.237788042257,410.0299978055345,6888.265843834064
ID303,A,2488.501681204664,415.45367128598457,8027.212571395124
ID276,A,2592.054718399171,410.1711497589675,7927.981033910777
ID200,A,2472.80088842172,390.6264964534302,8397.746145272353
ID292,A,2734.3270092851176,402.5242809840345,8667.8237249672
ID791,B,2355.989032414206,380.79349376088726,7566.1659711034845
ID772,B,3146.132581235178,407.45722165424723,8909.967433555219
ID275,B,3077.7990831385177,403.9137652329247,8655.087032458132
ID631,C,2641.193140863829,412.5286023103276,46.038564409033825
ID732,A,2466.3486793562843,388.91393483616633,7925.122407527275
ID771,A,2585.821374528012,401.88087633767236,7776.286070069466
ID407,A,2536.426741896049,390.7824882974621,8779.894834571749
ID435,A,1991.425550837489,399.4757771522616,6312.174611875947
ID157,C,2243.8715934444303,391.1640891099746,1198.6696548566715
ID374,A,2269.21797303376,395.1679251618232,7540.589298797903
ID353,C,2787.352720171549,383.5672563472311,723.4887976967075
ID730,A,2138.432193847754,387.00461004941786,7160.6716558213175
ID828,B,2744.057241388814,391.67324741543655,7777.599718966892
ID860,C,2186.8029067559637,376.3112419804498,1168.082531057179
ID255,B,2471.8248405161507,392.1642514421702,6859.665635410072
ID779,C,2440.8957911397965,413.4217483257748,64.90721867202001
ID720,C,2653.8995380280508,389.4569313391725,655.297102493772
ID747,B,2626.5291930775484,404.8176619472979,8014.0953378721315
ID555,B,2635.8562384157553,415.4821673719257,7856.608362885523
ID283,A,1999.6283731466158,403.5944589853192,6387.850931791638
ID622,C,2169.649365150269,389.4076280246077,799.1586345387809
ID415,B,2550.0312809949655,411.96279852476977,7286.325501377715
ID864,B,2489.0262340450527,397.17104341242185,7012.835407836812
ID357,A,2989.6317883349284,403.9784825962961,9683.067289191378
ID196,A,2066.4085384133095,401.94390071943036,6626.571353814059
ID311,C,3081.4125540801742,383.07316935139596,56.089426194515
ID406,B,2197.0954911776407,396.8605682226039,6914.896351808394
ID330,C,2572.2980378301436,382.8755609031441,215.89315098000816
ID825,C,2852.3828858482384,395.5467587172363,60.73394055941526
ID636,B,2557.9105871159345,386.4385300922338,7517.733901788619
ID323,A,2115.607853086602,388.99982911693826,7344.529118527567
ID101,A,2659.202920167353,419.9066828387825,8569.850098065754
ID810,B,2197.6506567342585,372.94213215225244,6697.618050041613
ID453,B,3062.6393973303348,399.83600592589795,7932.5194231006335
ID143,C,2269.5043219474223,383.0385665168557,940.0083158918962
ID675,A,2550.7298459222993,412.8479868323091,8270.730372082144
ID110,B,2577.3345549800483,390.6997808887495,7900.303007564684
ID793,A,2518.672203800582,411.491821051503,8121.368648597452
ID807,A,2724.189152751778,417.061302517159,8561.494697812774
ID768,B,2699.601763384818,384.30420470486746,7634.546024786477
ID603,C,2330.4112066733646,402.5495151676538,513.9785407266413
ID687,C,1977.5483511415596,386.96826901175433,1415.1123958020357
ID178,B,2536.539931014198,403.1809536679971,7428.192041001275
ID485,C,2546.178283875638,380.6714432001207,440.12119803618225
ID138,A,2889.1961477562063,392.912782017134,8604.305464257362
ID551,B,1691.7014149091833,411.7868080906027,6141.087945706895
ID778,C,2057.388694009068,408.41214709901067,-22.521892692227993
ID147,B,2624.042168646072,412.2497243947507,7593.271946293871
ID695,B,2556.966064764666,408.6502024742789,7427.483944095349
ID842,A,2147.1755420660074,401.75053997666527,7547.948725286036
ID580,C,3158.290779343045,411.0229742401441,19.53263966664963
ID149,C,2309.8586995106275,377.8923915684207,619.3823258816567
ID354,A,2745.3579674572725,425.19521326465906,9024.476003822077
ID569,C,2925.0319491510872,420.05124775523564,27.738330320042678
